text,source,query
"OBJECTIVES: This study aims to examine the five-year evolution of NSSI and 
identify the predictive factors associated with its persistence.
METHOD: Adolescents aged 12-18 years who attended a CAP outpatient clinic 
between 2014 and 2016 were retrospectively reviewed. Those with a history of 
NSSI formed the study group, while those without NSSI comprised the control 
group. Of 126 adolescents with NSSI, 51 were successfully re-evaluated five 
years later.
RESULTS: The participants' mean age at T1 was M = 15.5 years, and at T2 it was 
M = 22.0 years. Adolescents who continued to engage in NSSI showed significantly 
greater difficulties in impulse control, body effectiveness, and identity 
diffusion compared to those who discontinued the behavior. In logistic 
regression analysis, identity diffusion and body effectiveness were significant 
predictors of persistence. Higher identity diffusion had nearly 18 times higher 
odds of maintaining NSSI (OR 17.99 95% CI [2.195, 147.418]), and those with 
higher body effectiveness had 1.4 times higher odds of persistence (OR 1.40 95% 
CI [1.115, 1.774]).
CONCLUSION: Identity diffusion showed the strongest association with persistent 
NSSI, whereas higher body effectiveness was modestly related to its 
continuation. These findings point to potential links between identity- and 
body-related processes and the long-term continuation of NSSI.",PubMed,identity self-concept threat
"Author information:
(1)Department of Population Health & Disease Prevention, Joe C. Wen School of 
Population & Public Health, University of California, Irvine, California, USA.
(2)Chao Family Comprehensive Cancer Center, University of California, Irvine, 
California, USA.
(3)Institute for Interdisciplinary Salivary Bioscience Research, University of 
California, Irvine, California, USA.",PubMed,identity self-concept threat
"BACKGROUND: Masculinity has been identified as a potential influence on 
psychological and physical health outcomes among male cancer survivors. This 
systematic review synthesized quantitative research examining associations 
between masculinity-related constructs and survivorship outcomes, including 
mental health, physical functioning, and health-related quality of life (HRQoL).
METHODS: A systematic search of PsycINFO, CINAHL, and PubMed was conducted 
through March 2025, following PRISMA guidelines. Studies were included if they 
quantitatively assessed masculinity-related variables in male cancer survivors 
and reported associations with HRQoL, mental health, or physical health 
outcomes. Study quality was assessed and a narrative synthesis was conducted.
RESULTS: Thirty-one studies met inclusion criteria. Traditional masculine norms 
(e.g., self-reliance, dominance, stoicism) and cancer-related masculine threat 
were consistently associated with poorer mental health, lower HRQoL, and greater 
symptom burden. In contrast, masculine self-esteem, a positive appraisal of 
one's masculinity post-cancer, was linked to better psychosocial outcomes and 
HRQoL across samples. Most studies were cross-sectional and focused on prostate 
cancer survivors, often lacking demographic diversity.
CONCLUSIONS: Masculinity-related constructs are meaningfully associated with 
cancer survivorship outcomes. Future work should prioritize longitudinal 
designs, cultural diversity, and clinical translation to develop 
gender-sensitive interventions targeting masculine identity disruption and 
promoting adaptive self-concepts.",PubMed,identity self-concept threat
"9. Pers Soc Psychol Rev. 2025 Dec 29:10888683251403209. doi: 
10.1177/10888683251403209. Online ahead of print.",PubMed,identity self-concept threat
"Self-Protection Motivation and Its Psychological Construction: A Process Model 
Distinguishing Two Unique Motivational Orientations.",PubMed,identity self-concept threat
"Academic AbstractThis article introduces the Modern Constructivist Model of 
Motivated Self-Protection (MCM-MSP), an integrative and novel theoretical 
account of two distinguishable forms of self-protection motivation that are 
underlain by diverging patterns in psychophysiological processes: (1) defensive 
arousal, which opposes self-threats and their implied conceptual representations 
to prevent self-concept instability and related consequences and (2) 
intrapsychic conflict, which compels restoration of self-concept stability and 
self-evaluative equanimity after one accepts the personal implications of a 
self-threat. The MCM-MSP locates each motivational orientation within a process 
model that describes when, how, and to what effect it uniquely compels one to 
strategically prevent self-concept instability or resolve it. This new 
explanation of self-protection motivation provides generative avenues for future 
research, including new ways to synthesize research examining defensive 
responses, new experimental approaches to testing self-protection strategies' 
total causal effect, and a stronger description of self-protection motivation's 
psychological construction using mixed-methods research and large language 
models.Public AbstractThis article introduces the Modern Constructivist Model of 
Motivated Self-Protection (MCM-MSP), a new approach to examining the emotional 
and motivational components involved in how people respond to events and 
information that undermine how they think and feel about themselves. When these 
self-threatening events occur, people use different strategies to navigate the 
threat: some strategies might prevent the threat from changing how they think 
and feel about themselves; other strategies might help make things better if 
they ultimately accept the threat. Psychologists have long theorized that these 
strategies are motivated, suggesting that some force from within compels people 
to enact defensive or ameliorative strategies. However, there is very little 
consensus or clarity regarding the nature of this motivational force. What 
exactly is self-protection motivation? The MCM-MSP answers this question by 
proposing two distinct motivational orientations that underlie self-protection 
motivation and then locating them within a framework that describes when, how, 
and to what effect each mechanism compels threatened people.",PubMed,identity self-concept threat
"Author information:
(1)Department of Psychology, Maynooth University, Kildare, Ireland.
(2)Assisting Living and Learning (ALL) Institute, Maynooth University, Kildare, 
Ireland.",PubMed,identity self-concept threat
"This scoping review explores conceptualizations of identity in relation to older 
adults' use of assistive technology and describes patterns of AT use and 
emotional experiences associated with identity-related concerns. Searches were 
conducted in six databases (n = 1508) limited to peer-reviewed papers published 
between 2000 and 2022; resulting in the inclusion of 33 relevant papers. The 
literature evidences an array of overlapping conceptualizations within identity 
and self. Older adults' experiences with assistive technology are nuanced by 
ambivalent emotions; marked by both positive - autonomy, security - and negative 
associations - loss of independence, stigma, threat to personal identity, and 
dignity. Patterns of technology use encompass compensatory strategies such as 
negotiation, delays, resignation, substitutions, and pragmatic customizations; 
these are strongly determined by the self-perception of the need to use 
assistive technologies. Findings demonstrate that identity-related concerns 
influence older adults' behavioral and emotional responses regarding the use of 
assistive technology. This highlights the need for further research on lived 
experiences and the role of stakeholders in supporting older adults' identity 
processes throughout their adoption of assistive technology.",PubMed,identity self-concept threat
"Does Comparing with Generative Artificial Intelligence Harm Self-Esteem? Testing 
a Model Linking Social Comparison Orientation to Rejection-Identification 
Process.",PubMed,identity self-concept threat
"Author information:
(1)School of Journalism and Communication, Tsinghua University, Beijing, China.
(2)School of Media and Communication, Shanghai Jiao Tong University, Shanghai, 
China.
(3)Department of Media and Communication, City University of Hong Kong, Hong 
Kong, China.",PubMed,identity self-concept threat
"While the effects of interpersonal social comparison have been widely explored, 
the potential consequences of human-machine comparison remain understudied. The 
present survey research investigates how individuals compare themselves to 
generative artificial intelligence (GAI), by extending the concept of social 
comparison orientation to human-GAI interactions. Using a large Chinese sample 
(N = 1302), we examine the relationships between two subtypes of human-GAI 
comparison orientation (ability-based and opinion-based), self-esteem, perceived 
identity threat, anthropocentric beliefs, and personal relative deprivation 
within the framework of the Rejection-Identification Model. The findings reveal 
that both ability-based and opinion-based comparisons with GAI positively relate 
to self-esteem, diverging from relevant findings on interpersonal comparisons. 
In addition, ability-based comparisons with GAI significantly heighten the 
perceived identity threat, whereas opinion-based comparisons with GAI may 
alleviate it. Furthermore, anthropocentric beliefs (i.e., human-first attitudes) 
suppress the negative effect of identity threat on self-esteem, which is also 
mediated by personal relative deprivation. In addition, a post hoc exploratory 
multigroup analysis was conducted based on usage frequency. The present study 
highlights the importance of investigating human-AI comparison and expands the 
explanatory power of classical concepts and frameworks from the self and 
identity domains, contributing to psychological interventions aimed at 
mitigating the potential adverse effects driven by human-machine relationships.",PubMed,identity self-concept threat
